id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
5228,Усенов Бакыт,23,male,53,62,83,high,5,71,81
5229,Асанов Марат,20,female,70,93,84,high,1,79,83
5230,Кубатбеков Эльмира,21,male,57,68,72,low,0,56,50
5231,Асанов Айбек,18,female,74,68,95,low,4,66,63
5232,Сариев Назгуль,19,male,90,98,95,low,3,97,50
5233,Шаршенов Эльмира,24,female,50,68,93,medium,7,93,77
5234,Кубатбеков Эрмек,21,female,50,54,52,low,10,50,70
5235,Усенов Асель,24,male,71,68,82,medium,6,67,66
5236,Исмаилов Эльмира,18,female,54,96,89,low,7,89,59
5237,Шаршенов Эльмира,22,female,57,78,66,low,1,71,60
5238,Асанов Тимур,23,male,78,51,75,medium,7,64,81
5239,Исмаилов Жанат,23,female,57,70,91,low,5,100,95
5240,Исмаилов Айгуль,20,male,60,95,69,high,6,82,60
5241,Усенов Рустам,24,female,96,56,88,high,10,98,63
5242,Кудайбергенов Рустам,25,female,85,57,95,medium,3,74,65
5243,Кудайбергенов Бакыт,19,male,55,96,70,low,6,51,66
5244,Асанов Рустам,21,male,52,69,85,medium,9,59,94
5245,Шаршенов Жанара,25,female,95,52,90,low,2,74,66
5246,Кудайбергенов Айжан,25,female,93,55,71,low,0,77,65
5247,Сариев Бакыт,18,male,59,79,96,high,7,87,57
5248,Токтосунов Жанара,22,female,70,59,79,medium,5,90,78
5249,Усенов Жанара,22,female,65,78,62,high,0,87,66
5250,Усенов Назгуль,20,male,86,98,80,high,4,51,85
5251,Сариев Бакыт,19,male,62,75,60,high,5,79,88
5252,Асанов Канат,18,male,81,90,61,low,3,87,93
5253,Усенов Эрмек,23,female,71,93,68,high,7,79,72
5254,Шаршенов Азиз,19,male,87,89,90,high,3,70,86
5255,Асанов Нурлан,21,female,50,65,98,high,7,57,73
5256,Кудайбергенов Жамиля,18,female,76,82,91,medium,0,82,73
5257,Кубатбеков Канат,25,female,75,54,89,medium,9,67,95
5258,Кубатбеков Рустам,24,male,50,88,86,low,2,58,54
5259,Асанов Марат,22,male,94,80,74,low,7,100,52
5260,Кубатбеков Бегимай,18,male,60,78,63,low,0,57,89
5261,Асанов Азиз,18,female,96,76,86,low,3,58,78
5262,Асанов Жанат,18,male,78,54,66,low,0,81,84
5263,Токтосунов Айгуль,22,male,63,71,79,medium,4,96,87
5264,Сариев Асель,20,female,79,67,83,medium,2,56,86
5265,Кубатбеков Эльмира,24,female,74,62,68,medium,8,60,84
5266,Кудайбергенов Айжан,24,female,92,84,60,low,5,52,54
5267,Кудайбергенов Марат,20,male,92,53,74,high,5,68,55
5268,Усенов Айжан,18,male,87,77,80,low,9,89,95
5269,Кудайбергенов Бегимай,19,female,50,68,93,low,4,78,84
5270,Сариев Тимур,20,male,86,91,83,high,10,91,83
5271,Исмаилов Нурлан,25,male,57,58,76,high,9,50,58
5272,Токтосунов Марат,23,female,77,82,75,medium,1,50,65
5273,Кудайбергенов Айгуль,19,male,82,76,88,high,7,100,53
5274,Усенов Жанара,20,female,51,63,79,high,5,66,58
5275,Бекмурзаев Айбек,25,female,84,68,82,high,2,65,69
5276,Исмаилов Бегимай,24,male,86,77,71,low,2,64,54
5277,Исмаилов Эльмира,21,male,99,57,71,high,10,86,52
5278,Усенов Айбек,21,female,58,91,50,high,2,63,86
5279,Токтосунов Гулнара,23,male,99,62,56,high,9,62,54
5280,Кубатбеков Айбек,19,female,83,83,83,low,1,68,76
5281,Кудайбергенов Жанат,21,female,72,59,83,high,6,87,98
5282,Кубатбеков Бегимай,20,male,53,54,68,low,10,68,96
5283,Асанов Рустам,23,male,62,66,63,low,4,96,76
5284,Асанов Бакыт,18,female,55,74,68,low,4,67,74
5285,Токтосунов Рустам,22,female,51,84,63,medium,4,51,87
5286,Шаршенов Марат,23,male,88,100,95,medium,9,84,68
5287,Кудайбергенов Гулнара,20,male,51,61,52,low,2,92,78
5288,Усенов Назгуль,24,male,55,53,60,low,1,59,79
5289,Усенов Жамиля,23,female,66,55,77,high,2,54,75
5290,Сариев Азиз,25,male,77,58,81,high,1,62,65
5291,Бекмурзаев Бакыт,24,male,99,95,67,medium,0,100,90
5292,Асанов Канат,24,female,96,86,52,low,5,60,90
5293,Жумабаев Жамиля,23,male,59,59,95,medium,3,62,93
5294,Сариев Айгуль,20,female,64,77,54,high,0,63,64
5295,Усенов Тимур,21,female,76,59,86,medium,3,62,65
5296,Бекмурзаев Кундуз,21,male,94,99,87,high,1,50,84
5297,Токтосунов Эрмек,23,female,80,75,61,low,10,99,52
5298,Кубатбеков Жанат,21,male,88,60,89,high,5,60,96
5299,Усенов Канат,19,female,94,95,62,high,4,62,86
5300,Усенов Жанат,21,male,68,63,69,high,8,64,97
5301,Бекмурзаев Кундуз,18,female,61,63,58,high,8,71,91
5302,Токтосунов Бакыт,21,male,55,85,54,medium,6,77,87
5303,Сариев Жанара,20,male,74,59,51,low,9,72,81
5304,Шаршенов Рустам,21,male,89,90,53,low,2,95,58
5305,Бекмурзаев Жамиля,25,male,64,100,50,medium,5,94,84
5306,Токтосунов Марат,18,female,71,90,67,medium,0,53,90
5307,Кубатбеков Азиз,18,male,57,51,89,medium,3,68,51
5308,Усенов Азиз,19,male,66,96,51,high,7,57,64
5309,Кудайбергенов Рустам,21,female,77,87,55,low,2,88,96
5310,Кудайбергенов Гулнара,19,female,63,99,69,low,7,60,65
5311,Усенов Тимур,20,male,79,75,75,high,1,58,76
5312,Бекмурзаев Гулнара,18,female,83,53,92,high,3,83,50
5313,Исмаилов Асель,20,male,82,82,53,medium,9,91,70
5314,Исмаилов Эльмира,21,female,73,81,100,low,5,86,61
5315,Усенов Гулнара,19,male,89,55,55,medium,2,87,97
5316,Бекмурзаев Айбек,20,male,69,78,71,low,1,64,73
5317,Бекмурзаев Бакыт,18,female,65,64,74,medium,4,71,86
5318,Сариев Канат,23,female,90,74,81,high,10,90,80
5319,Шаршенов Канат,18,male,86,87,52,medium,7,51,85
5320,Кудайбергенов Айжан,23,male,92,67,94,low,4,54,77
5321,Кудайбергенов Айбек,20,female,70,89,68,high,9,71,94
5322,Жумабаев Тимур,18,male,87,100,89,medium,0,50,99
5323,Кубатбеков Жамиля,25,female,96,67,52,low,7,52,86
5324,Токтосунов Айжан,23,male,83,95,68,low,10,70,99
5325,Кудайбергенов Рустам,21,male,68,58,52,medium,4,92,64
5326,Кубатбеков Асель,23,male,84,93,72,medium,10,60,84
5327,Кудайбергенов Кундуз,23,male,68,99,58,high,7,57,72
5328,Токтосунов Айжан,24,male,55,59,78,low,9,91,94
5329,Асанов Жанара,22,male,70,75,87,high,8,71,75
5330,Бекмурзаев Рустам,25,male,80,59,91,medium,10,97,99
5331,Жумабаев Кундуз,19,female,88,92,84,medium,5,95,97
5332,Токтосунов Жанара,21,female,88,65,70,medium,8,97,54
5333,Асанов Тимур,18,female,62,85,63,low,3,56,57
5334,Кубатбеков Айбек,25,female,57,87,85,high,1,68,71
5335,Исмаилов Эрмек,19,male,86,78,56,low,6,72,81
5336,Усенов Жамиля,20,male,70,98,98,low,2,65,89
5337,Шаршенов Тимур,21,male,69,64,84,high,0,65,55
5338,Кудайбергенов Кундуз,18,male,98,100,65,low,3,93,50
5339,Асанов Бегимай,18,male,53,51,69,high,6,93,80
5340,Усенов Тимур,18,female,58,50,77,low,9,70,95
5341,Исмаилов Бакыт,18,male,94,76,79,high,6,89,91
5342,Сариев Канат,25,female,90,68,83,high,6,84,80
5343,Асанов Жанат,23,female,81,68,100,high,7,95,78
5344,Бекмурзаев Назгуль,19,male,63,56,62,medium,6,64,50
5345,Кубатбеков Асель,22,male,53,65,88,low,6,60,60
5346,Исмаилов Жанара,24,male,52,52,89,high,0,50,56
5347,Сариев Азиз,22,female,64,73,63,high,9,96,89
5348,Бекмурзаев Бегимай,18,male,84,94,76,high,3,81,90
5349,Асанов Асель,22,female,91,58,86,high,8,79,51
5350,Асанов Жанара,19,male,60,51,78,low,5,63,63
5351,Асанов Азиз,24,female,96,79,61,high,3,55,54
5352,Токтосунов Азиз,25,male,54,79,61,high,5,88,50
5353,Асанов Эрмек,24,male,50,65,80,high,4,81,82
5354,Жумабаев Айгуль,25,female,52,67,88,low,2,94,93
5355,Бекмурзаев Бегимай,22,male,60,94,70,low,6,55,82
5356,Токтосунов Азиз,20,male,53,67,77,medium,10,86,75
5357,Сариев Асель,21,male,96,81,75,low,7,51,72
5358,Усенов Азиз,22,male,100,56,94,low,3,98,89
5359,Кубатбеков Кундуз,25,female,60,89,88,high,0,83,74
5360,Кубатбеков Айгуль,18,male,85,57,77,medium,0,62,91
5361,Кудайбергенов Айбек,21,female,90,56,76,low,1,91,69
5362,Усенов Асель,25,female,84,63,94,medium,3,83,53
5363,Исмаилов Айбек,23,female,82,65,58,low,5,52,77
5364,Жумабаев Айгуль,22,male,97,68,57,high,3,57,93
5365,Жумабаев Жамиля,18,male,52,90,63,medium,0,54,63
5366,Кудайбергенов Жанара,21,male,98,58,65,medium,8,77,82
5367,Сариев Айжан,22,male,98,97,63,medium,5,65,57
5368,Асанов Айбек,20,female,90,51,90,medium,3,76,96
5369,Бекмурзаев Жанат,19,male,76,93,79,medium,10,51,63
5370,Шаршенов Кундуз,22,male,69,81,89,high,5,73,65
5371,Токтосунов Эрмек,25,male,63,59,85,low,10,100,100
5372,Усенов Тимур,22,male,87,58,68,medium,0,83,93
5373,Жумабаев Канат,19,male,66,64,91,medium,10,88,57
5374,Сариев Азиз,20,male,79,96,86,low,10,94,51
5375,Сариев Эльмира,20,male,58,93,90,low,3,90,65
5376,Сариев Назгуль,21,female,76,76,67,low,1,75,55
5377,Кубатбеков Бегимай,25,female,81,81,70,low,9,89,79
5378,Кубатбеков Нурлан,23,female,89,53,71,low,10,81,90
5379,Токтосунов Айжан,25,male,90,98,75,high,8,63,64
5380,Исмаилов Рустам,24,female,73,97,80,high,8,72,95
5381,Токтосунов Марат,22,female,66,84,96,high,9,78,85
5382,Сариев Назгуль,24,male,62,78,66,high,6,55,60
5383,Сариев Рустам,22,male,69,97,96,high,7,82,76
5384,Исмаилов Нурлан,22,male,75,74,94,medium,3,99,95
5385,Бекмурзаев Кундуз,24,male,62,72,51,medium,1,100,64
5386,Токтосунов Бакыт,25,male,96,55,66,low,6,55,85
5387,Бекмурзаев Канат,25,male,91,62,99,low,4,60,71
5388,Усенов Жамиля,19,female,84,99,89,medium,9,66,86
5389,Кудайбергенов Айбек,21,female,73,52,85,low,8,93,63
5390,Асанов Эрмек,22,male,50,70,82,low,3,57,91
5391,Сариев Жанара,24,male,85,97,97,medium,2,50,76
5392,Асанов Асель,20,female,59,73,50,medium,9,89,83
5393,Кудайбергенов Айгуль,18,female,98,98,73,high,0,71,53
5394,Исмаилов Кундуз,18,female,57,100,56,high,0,79,87
5395,Шаршенов Айгуль,19,male,100,70,76,low,3,51,73
5396,Жумабаев Нурлан,24,female,76,85,71,medium,1,86,62
5397,Кубатбеков Жанара,18,female,80,88,99,low,1,72,69
5398,Исмаилов Асель,22,male,51,52,54,low,5,97,93
5399,Усенов Эльмира,25,female,62,93,60,high,10,93,79
5400,Исмаилов Жамиля,20,female,52,50,66,high,5,69,69
5401,Токтосунов Эрмек,24,female,68,77,77,low,10,86,74
5402,Кудайбергенов Нурлан,24,female,87,70,66,high,5,98,98
5403,Бекмурзаев Асель,23,male,52,99,76,high,4,81,98
5404,Бекмурзаев Назгуль,24,male,82,56,65,medium,5,67,98
5405,Кудайбергенов Гулнара,18,male,66,66,85,low,10,58,78
5406,Бекмурзаев Эльмира,22,male,58,70,98,high,5,66,75
5407,Жумабаев Эльмира,25,male,100,91,61,low,2,73,91
5408,Усенов Азиз,22,male,71,80,75,high,8,72,64
5409,Шаршенов Асель,20,male,90,53,71,high,0,82,85
5410,Сариев Канат,25,female,76,52,94,high,1,90,51
5411,Усенов Айжан,25,male,55,58,74,high,2,58,97
5412,Сариев Жанат,22,female,54,59,63,high,7,64,87
5413,Сариев Азиз,21,male,52,58,63,low,9,52,65
5414,Кудайбергенов Айгуль,22,female,60,76,56,high,5,76,93
5415,Кудайбергенов Бегимай,21,female,72,82,76,low,10,73,92
5416,Бекмурзаев Нурлан,25,female,80,50,55,low,2,68,96
5417,Кубатбеков Жанара,25,male,91,68,57,high,10,99,88
5418,Кубатбеков Эльмира,20,female,51,66,79,medium,0,56,52
5419,Кубатбеков Гулнара,19,male,72,73,73,low,10,93,86
5420,Токтосунов Асель,18,female,74,91,51,medium,2,79,86
5421,Токтосунов Канат,18,male,83,52,68,low,3,93,87
5422,Кудайбергенов Айбек,24,male,85,68,77,medium,1,68,55
5423,Исмаилов Айжан,18,female,92,55,84,high,10,75,76
5424,Асанов Гулнара,19,male,99,84,96,low,0,67,85
5425,Кудайбергенов Айжан,20,male,95,68,54,high,5,68,70
5426,Сариев Эльмира,23,female,62,63,95,medium,8,93,96
5427,Усенов Рустам,24,female,60,65,65,medium,2,99,69
5428,Бекмурзаев Асель,24,male,64,89,96,medium,3,61,52
5429,Исмаилов Жанат,19,female,77,61,100,low,4,84,55
5430,Исмаилов Айбек,22,female,87,70,51,medium,2,82,53
5431,Сариев Асель,25,female,68,50,72,high,4,95,61
5432,Шаршенов Нурлан,18,male,83,50,52,low,6,90,84
5433,Токтосунов Бегимай,24,male,72,77,62,medium,9,81,88
5434,Исмаилов Назгуль,18,female,83,72,89,low,4,96,78
5435,Сариев Айжан,23,female,75,99,90,medium,4,87,78
5436,Кубатбеков Нурлан,21,male,66,84,92,medium,6,58,52
5437,Исмаилов Марат,21,male,54,60,87,high,9,97,67
5438,Усенов Бакыт,19,female,58,82,97,high,2,96,85
5439,Бекмурзаев Азиз,22,female,97,63,84,medium,0,68,74
5440,Кудайбергенов Айбек,21,male,100,81,69,high,8,84,79
5441,Сариев Айбек,21,female,92,97,93,high,5,66,59
5442,Кудайбергенов Гулнара,19,male,74,64,67,medium,5,59,87
5443,Токтосунов Асель,22,male,50,96,94,low,2,88,66
5444,Исмаилов Эльмира,22,male,68,68,94,medium,6,71,76
5445,Бекмурзаев Эльмира,21,female,63,82,74,high,5,91,83
5446,Усенов Гулнара,19,female,79,78,85,medium,0,64,60
5447,Исмаилов Асель,25,female,63,53,92,high,0,97,100
5448,Токтосунов Айгуль,20,male,67,75,92,high,8,100,59
5449,Токтосунов Рустам,25,female,68,91,56,low,9,64,75
5450,Исмаилов Азиз,20,male,80,64,51,medium,2,56,72
5451,Токтосунов Канат,20,female,93,58,69,low,8,85,76
5452,Жумабаев Жамиля,19,female,67,69,91,low,9,71,79
5453,Шаршенов Эльмира,22,female,78,53,56,low,4,92,82
5454,Жумабаев Нурлан,21,male,51,84,98,high,7,63,96
5455,Бекмурзаев Марат,22,female,66,60,97,medium,1,85,85
5456,Усенов Жанат,18,male,76,93,78,low,0,71,65
5457,Бекмурзаев Рустам,18,female,50,63,78,high,5,60,76
5458,Токтосунов Эрмек,23,female,87,86,57,low,5,61,78
5459,Исмаилов Жамиля,23,male,82,60,55,high,2,96,69
5460,Исмаилов Айбек,19,male,81,72,89,medium,4,56,87
5461,Исмаилов Марат,24,female,54,96,63,high,2,78,67
5462,Сариев Бегимай,18,male,97,67,78,medium,9,87,98
5463,Исмаилов Жамиля,25,male,62,69,56,medium,0,53,58
5464,Кубатбеков Жанат,21,male,90,97,87,low,2,68,52
5465,Кудайбергенов Жанара,20,male,79,82,68,low,3,73,89
5466,Кудайбергенов Асель,25,male,59,99,70,low,0,72,82
5467,Кудайбергенов Жанат,19,male,66,99,93,medium,6,74,53
5468,Жумабаев Тимур,20,male,93,87,91,medium,1,51,87
5469,Токтосунов Тимур,19,male,50,58,64,medium,2,78,77
5470,Исмаилов Жамиля,22,female,76,94,98,high,9,64,80
5471,Кудайбергенов Тимур,24,male,63,58,67,low,8,80,71
5472,Бекмурзаев Айгуль,24,male,71,54,96,high,10,59,62
5473,Исмаилов Асель,20,female,80,99,61,medium,5,78,63
5474,Кудайбергенов Канат,20,male,71,80,83,medium,1,98,89
5475,Исмаилов Марат,20,male,65,97,62,high,7,85,52
5476,Бекмурзаев Жанара,18,female,77,83,83,medium,4,50,83
5477,Кудайбергенов Кундуз,21,male,72,67,56,low,8,56,64
5478,Исмаилов Айжан,25,male,61,75,74,medium,4,53,88
5479,Исмаилов Азиз,20,male,50,64,52,high,3,90,53
5480,Бекмурзаев Эрмек,18,female,74,99,92,low,3,65,75
5481,Кудайбергенов Эльмира,22,female,71,95,62,low,4,78,60
5482,Исмаилов Айбек,20,male,94,90,70,medium,4,89,64
5483,Сариев Нурлан,23,male,100,54,94,high,3,65,78
5484,Кудайбергенов Бакыт,24,male,53,61,93,high,2,68,95
5485,Сариев Бегимай,22,male,81,56,80,medium,4,76,81
5486,Бекмурзаев Эрмек,25,female,73,54,100,high,5,80,53
5487,Бекмурзаев Кундуз,20,male,97,71,62,low,3,61,89
5488,Кубатбеков Эрмек,23,male,100,100,82,medium,3,85,62
5489,Усенов Кундуз,25,male,60,68,86,medium,10,72,66
5490,Жумабаев Рустам,21,female,89,90,65,medium,3,93,57
5491,Жумабаев Нурлан,24,female,74,90,90,low,5,81,51
5492,Кудайбергенов Азиз,20,male,64,100,68,medium,10,65,63
5493,Исмаилов Бакыт,24,female,82,50,71,medium,6,55,61
5494,Усенов Кундуз,19,male,65,73,57,medium,2,81,64
5495,Кудайбергенов Эльмира,23,female,61,71,83,low,0,92,69
5496,Сариев Эрмек,19,male,83,76,55,low,5,86,58
5497,Исмаилов Кундуз,18,male,84,78,50,low,0,67,54
5498,Сариев Эльмира,20,female,81,97,100,high,6,54,67
5499,Кудайбергенов Айжан,21,female,79,58,61,high,2,99,61
5500,Кубатбеков Нурлан,18,female,85,77,94,high,5,81,52
5501,Усенов Бакыт,25,female,78,87,82,medium,1,57,68
5502,Сариев Бакыт,20,male,92,100,83,medium,6,96,54
5503,Бекмурзаев Бегимай,21,male,86,97,91,medium,5,57,76
5504,Сариев Нурлан,25,female,78,97,93,low,7,51,63
5505,Асанов Тимур,21,female,63,87,61,high,0,74,60
5506,Сариев Эрмек,19,male,88,77,66,low,7,96,100
5507,Кубатбеков Айбек,21,female,72,65,64,high,0,96,93
5508,Кубатбеков Бегимай,22,male,90,57,95,high,8,79,80
5509,Токтосунов Нурлан,20,female,66,71,85,high,8,81,98
5510,Бекмурзаев Эльмира,25,female,67,78,97,high,1,61,57
5511,Бекмурзаев Жамиля,18,female,63,81,92,high,10,74,99
5512,Усенов Назгуль,20,male,69,74,91,medium,0,52,62
5513,Кубатбеков Айбек,19,female,94,50,65,medium,5,95,86
5514,Жумабаев Жамиля,25,female,63,55,76,medium,4,100,51
5515,Сариев Эльмира,20,male,93,64,82,high,9,99,62
5516,Жумабаев Бакыт,24,male,72,80,57,medium,5,65,84
5517,Кубатбеков Кундуз,19,female,94,52,81,high,1,100,98
5518,Асанов Бакыт,19,male,78,72,62,low,2,67,100
5519,Усенов Жанара,21,female,100,65,63,high,6,93,58
5520,Усенов Жанара,18,female,57,76,70,high,10,62,97
5521,Кубатбеков Канат,18,female,100,61,51,low,1,57,81
5522,Жумабаев Канат,24,female,77,85,50,high,8,63,90
5523,Усенов Назгуль,24,female,88,92,56,medium,0,60,95
5524,Асанов Бегимай,25,female,54,72,70,medium,9,72,78
5525,Кубатбеков Нурлан,23,female,80,83,87,medium,7,80,63
5526,Сариев Айбек,25,male,52,81,66,low,6,78,66
5527,Сариев Асель,21,male,91,63,81,low,10,91,93
5528,Сариев Жанат,18,male,87,74,91,high,3,75,87
5529,Жумабаев Эрмек,18,male,74,86,88,high,8,65,69
5530,Жумабаев Жанат,20,female,62,56,65,high,10,74,78
5531,Кубатбеков Бегимай,23,male,96,71,77,high,1,98,60
5532,Жумабаев Айбек,18,female,72,84,96,low,4,61,94
5533,Асанов Азиз,23,male,67,92,78,high,5,79,87
5534,Шаршенов Назгуль,22,female,56,92,66,medium,7,72,92
5535,Асанов Кундуз,21,female,86,84,76,medium,7,74,94
5536,Исмаилов Канат,24,male,77,72,88,medium,5,90,51
5537,Усенов Айгуль,25,female,59,75,86,high,7,94,79
5538,Сариев Тимур,22,female,84,80,54,high,9,50,89
5539,Кудайбергенов Кундуз,20,male,57,99,73,high,1,58,58
5540,Жумабаев Эльмира,20,male,79,73,51,high,2,63,83
5541,Сариев Нурлан,24,male,73,50,97,high,8,53,67
5542,Асанов Айжан,19,female,77,69,66,medium,1,70,99
5543,Бекмурзаев Асель,21,male,88,57,75,high,8,55,84
5544,Шаршенов Канат,18,female,61,63,53,medium,3,77,50
5545,Токтосунов Айжан,20,male,78,62,84,medium,0,60,70
5546,Жумабаев Тимур,20,male,93,96,82,high,2,94,96
5547,Асанов Кундуз,24,male,73,89,75,high,7,74,72
5548,Токтосунов Нурлан,20,female,64,85,91,low,4,77,98
5549,Жумабаев Бакыт,18,female,54,75,65,high,6,73,76
5550,Кудайбергенов Айгуль,23,male,95,87,94,low,10,96,72
5551,Бекмурзаев Тимур,19,male,99,90,65,high,9,77,84
5552,Асанов Бегимай,20,female,63,99,57,high,9,62,97
5553,Усенов Нурлан,20,female,53,88,100,medium,1,57,84
5554,Бекмурзаев Асель,25,male,87,60,95,high,3,96,76
5555,Токтосунов Айжан,19,male,57,53,56,medium,8,84,93
5556,Шаршенов Бакыт,21,male,89,71,78,low,9,61,87
5557,Токтосунов Айбек,20,female,77,85,66,medium,4,60,81
5558,Кубатбеков Назгуль,19,female,98,59,58,low,10,69,72
5559,Кудайбергенов Марат,20,female,98,96,70,medium,6,62,96
5560,Кудайбергенов Рустам,20,male,83,60,62,high,8,88,66
5561,Кубатбеков Айжан,24,female,72,71,84,low,10,56,73
5562,Жумабаев Айгуль,21,male,90,61,91,low,6,57,59
5563,Усенов Назгуль,23,female,73,70,83,high,5,68,91
5564,Кубатбеков Эльмира,20,male,78,57,63,high,6,81,58
5565,Сариев Асель,23,female,90,94,66,medium,7,95,62
5566,Кудайбергенов Тимур,19,male,79,68,50,low,2,78,79
5567,Шаршенов Жанара,24,male,98,73,55,medium,8,92,64
5568,Сариев Кундуз,23,female,100,69,97,low,3,83,53
5569,Кудайбергенов Тимур,19,female,88,98,72,medium,2,69,99
5570,Усенов Рустам,20,female,86,72,89,medium,4,83,96
5571,Сариев Канат,25,male,84,61,70,medium,2,94,64
5572,Сариев Асель,25,female,83,58,53,high,9,61,98
5573,Исмаилов Бакыт,20,female,63,79,65,medium,9,94,65
5574,Исмаилов Айбек,22,male,68,92,82,high,10,73,80
5575,Асанов Эльмира,25,female,100,99,57,high,4,52,66
5576,Кудайбергенов Айжан,21,male,86,94,94,high,10,76,62
5577,Шаршенов Айгуль,20,male,85,60,84,medium,1,57,82
5578,Кубатбеков Бегимай,24,male,77,71,88,high,8,62,66
5579,Сариев Бегимай,23,male,59,52,72,medium,5,97,82
5580,Шаршенов Бакыт,19,male,92,86,64,high,8,97,84
5581,Шаршенов Асель,24,male,73,100,80,high,9,58,89
5582,Бекмурзаев Тимур,21,female,100,84,78,low,4,93,87
5583,Токтосунов Эрмек,18,female,86,92,51,low,1,53,94
5584,Кубатбеков Эрмек,24,female,84,63,55,medium,1,62,55
5585,Жумабаев Жанара,19,female,58,58,89,low,3,78,51
5586,Сариев Жанара,21,female,85,73,55,low,2,77,52
5587,Токтосунов Айгуль,19,female,90,74,93,low,6,67,72
5588,Токтосунов Асель,18,female,79,64,84,medium,9,53,87
5589,Исмаилов Рустам,23,female,52,94,71,low,2,99,66
5590,Исмаилов Гулнара,23,male,74,75,50,high,5,90,93
5591,Токтосунов Назгуль,19,male,66,54,68,high,6,91,79
5592,Токтосунов Бегимай,22,female,64,86,91,medium,6,84,85
5593,Жумабаев Бегимай,21,male,74,97,66,medium,0,92,70
5594,Исмаилов Марат,24,male,74,93,65,low,7,84,76
5595,Кудайбергенов Марат,24,male,67,61,60,high,10,70,85
5596,Асанов Айбек,21,male,56,71,71,high,9,65,79
5597,Усенов Назгуль,23,female,67,91,83,low,7,97,65
5598,Асанов Айгуль,24,male,80,80,77,high,6,86,76
5599,Кудайбергенов Канат,21,male,87,56,100,low,4,81,69
5600,Исмаилов Гулнара,24,male,69,96,60,high,4,70,78
5601,Асанов Назгуль,25,male,63,59,96,medium,10,90,93
5602,Сариев Айгуль,18,female,91,93,74,medium,0,65,99
5603,Сариев Айбек,20,male,89,87,57,low,4,92,59
5604,Бекмурзаев Жанара,21,male,91,59,89,medium,2,79,62
5605,Кубатбеков Нурлан,23,male,65,59,64,medium,10,72,52
5606,Кубатбеков Кундуз,21,female,79,87,59,medium,7,51,70
5607,Шаршенов Жамиля,21,female,67,91,92,medium,6,89,87
5608,Исмаилов Кундуз,18,male,61,71,63,high,1,93,77
5609,Бекмурзаев Канат,18,female,65,69,64,high,3,66,78
5610,Токтосунов Эрмек,20,female,66,70,50,high,10,94,69
5611,Токтосунов Канат,20,female,57,65,100,low,3,54,53
5612,Шаршенов Асель,21,female,57,61,64,low,2,71,90
5613,Усенов Нурлан,20,female,71,92,68,high,2,65,60
5614,Кубатбеков Асель,22,female,90,53,96,high,2,54,59
5615,Токтосунов Азиз,25,male,56,63,57,medium,9,52,58
5616,Сариев Жамиля,22,female,64,60,69,high,9,90,73
5617,Бекмурзаев Жамиля,21,male,84,64,70,medium,2,55,70
5618,Усенов Бакыт,22,male,78,89,82,medium,2,91,96
5619,Токтосунов Эрмек,22,male,58,58,76,high,4,79,55
5620,Усенов Азиз,18,female,93,65,92,low,7,65,66
5621,Жумабаев Жамиля,23,male,97,74,96,medium,5,100,85
5622,Сариев Жамиля,25,male,77,85,90,low,2,68,67
5623,Токтосунов Бакыт,23,female,91,86,69,high,6,83,74
5624,Усенов Гулнара,24,female,94,58,58,medium,8,70,50
5625,Кудайбергенов Назгуль,20,female,95,88,80,high,5,56,75
5626,Сариев Айжан,22,male,75,82,97,high,0,72,78
5627,Асанов Кундуз,20,male,77,92,96,medium,2,76,59
5628,Шаршенов Назгуль,24,male,71,82,84,low,8,80,56
5629,Шаршенов Рустам,24,male,94,77,74,high,0,83,63
5630,Асанов Эльмира,19,male,92,84,99,high,10,82,84
5631,Кудайбергенов Эльмира,23,male,51,91,62,high,8,55,67
5632,Кубатбеков Назгуль,20,female,100,75,55,medium,9,73,76
5633,Исмаилов Эрмек,18,female,64,99,90,medium,1,74,76
5634,Жумабаев Бакыт,20,female,91,86,75,low,8,81,83
5635,Исмаилов Айжан,21,male,69,71,74,low,1,79,77
5636,Шаршенов Жанара,18,female,97,61,72,low,8,98,68
5637,Асанов Бакыт,24,female,93,79,65,low,10,71,56
5638,Шаршенов Гулнара,19,female,68,78,79,high,4,83,59
5639,Кубатбеков Азиз,19,female,59,59,88,low,2,61,91
5640,Кубатбеков Айжан,20,female,92,94,71,medium,2,78,54
5641,Жумабаев Марат,24,male,100,81,97,low,8,90,65
5642,Жумабаев Нурлан,24,female,78,91,72,high,7,68,63
5643,Токтосунов Назгуль,22,male,64,97,88,high,3,79,64
5644,Кудайбергенов Бегимай,23,female,97,55,89,high,0,87,75
5645,Кубатбеков Марат,25,male,56,100,78,low,0,64,61
5646,Токтосунов Марат,21,male,80,92,100,low,10,53,62
5647,Кубатбеков Айжан,25,male,70,84,83,low,4,67,70
5648,Асанов Бегимай,25,male,64,89,67,low,7,61,53
5649,Исмаилов Нурлан,25,male,81,56,97,low,3,77,78
5650,Жумабаев Марат,23,male,56,67,76,low,5,58,67
5651,Бекмурзаев Айгуль,18,male,55,91,65,medium,1,83,79
5652,Асанов Тимур,24,male,79,60,76,medium,7,87,97
5653,Кудайбергенов Айжан,24,female,57,61,76,high,2,73,87
5654,Бекмурзаев Эрмек,23,male,79,61,53,medium,2,98,55
5655,Шаршенов Эльмира,19,female,90,55,70,high,2,67,71
