id,fullname,age,gender,math_grade,literature_grade,attendance,participation,homework,midterm_grade,final_grade
9244,Жумабаев Марат,25,female,64,81,55,low,3,96,66
9245,Исмаилов Эрмек,22,male,71,99,62,high,7,69,55
9246,Усенов Бакыт,19,male,81,73,89,high,6,52,56
9247,Асанов Асель,18,female,63,80,82,high,1,100,77
9248,Усенов Бегимай,20,female,52,57,99,high,4,81,67
9249,Шаршенов Марат,18,male,96,60,70,medium,2,96,54
9250,Кубатбеков Азиз,22,female,68,52,63,medium,6,84,66
9251,Жумабаев Тимур,19,female,56,70,63,medium,3,89,60
9252,Усенов Канат,18,male,54,73,91,high,1,51,80
9253,Кудайбергенов Айбек,23,female,71,71,84,high,9,88,69
9254,Жумабаев Эльмира,21,female,62,75,62,low,2,84,93
9255,Кубатбеков Гулнара,19,female,61,99,68,high,3,80,54
9256,Сариев Эрмек,18,male,54,80,90,low,10,64,53
9257,Исмаилов Бакыт,22,female,59,66,54,high,8,60,74
9258,Усенов Гулнара,18,male,74,82,66,medium,7,66,52
9259,Сариев Нурлан,22,male,72,52,84,medium,0,72,72
9260,Исмаилов Марат,23,female,90,50,64,high,4,71,53
9261,Кудайбергенов Кундуз,24,female,54,78,67,medium,8,81,52
9262,Кудайбергенов Рустам,25,female,57,69,99,high,5,77,63
9263,Кудайбергенов Канат,25,male,53,56,87,low,10,80,86
9264,Исмаилов Айжан,19,female,68,57,51,low,8,91,55
9265,Усенов Гулнара,20,female,51,67,78,medium,1,66,59
9266,Жумабаев Айбек,25,male,56,96,61,high,1,53,88
9267,Асанов Кундуз,22,female,82,100,60,high,3,56,90
9268,Токтосунов Айжан,23,female,58,78,84,medium,1,86,51
9269,Жумабаев Айжан,19,male,84,60,83,high,4,91,54
9270,Исмаилов Бегимай,18,female,57,80,88,low,3,72,95
9271,Исмаилов Канат,24,male,50,99,81,medium,5,66,57
9272,Токтосунов Жанара,21,male,92,54,62,high,0,97,70
9273,Усенов Тимур,24,female,97,53,72,medium,1,69,56
9274,Токтосунов Айгуль,24,male,73,98,69,medium,2,82,89
9275,Токтосунов Канат,23,male,69,98,94,high,6,75,93
9276,Асанов Эльмира,20,female,59,65,72,high,4,65,97
9277,Шаршенов Асель,23,female,88,99,73,medium,3,85,75
9278,Усенов Марат,19,male,95,82,76,medium,6,89,91
9279,Кудайбергенов Азиз,18,female,95,94,66,medium,7,51,53
9280,Усенов Жанара,24,male,78,91,51,medium,8,69,100
9281,Жумабаев Айгуль,18,female,59,72,99,medium,2,57,96
9282,Сариев Рустам,24,female,69,56,95,medium,6,61,96
9283,Токтосунов Асель,19,male,84,63,97,low,9,89,55
9284,Исмаилов Канат,20,female,73,85,50,medium,9,77,76
9285,Сариев Назгуль,24,male,62,80,68,medium,7,100,80
9286,Токтосунов Эрмек,24,female,83,89,87,medium,1,66,92
9287,Кудайбергенов Эльмира,18,female,79,77,51,high,4,64,53
9288,Жумабаев Бакыт,20,male,65,86,99,medium,0,54,50
9289,Кубатбеков Айжан,22,male,60,61,72,high,0,59,56
9290,Кубатбеков Жанара,21,male,58,69,58,low,9,87,53
9291,Жумабаев Айбек,24,male,83,92,79,medium,6,100,62
9292,Бекмурзаев Айгуль,23,male,74,91,75,medium,10,54,75
9293,Асанов Айбек,25,male,94,61,84,low,5,76,83
9294,Бекмурзаев Гулнара,24,male,90,80,99,low,4,67,50
9295,Шаршенов Айбек,19,female,87,86,66,low,6,73,60
9296,Сариев Рустам,18,male,68,56,51,high,4,99,59
9297,Исмаилов Эрмек,24,female,50,65,54,high,2,54,92
9298,Усенов Айбек,23,male,66,69,88,high,2,93,72
9299,Кудайбергенов Гулнара,18,female,63,93,53,medium,6,62,58
9300,Исмаилов Азиз,20,female,66,80,88,low,2,55,85
9301,Кубатбеков Айгуль,21,female,92,86,55,high,3,97,68
9302,Сариев Гулнара,22,male,98,69,84,medium,9,58,81
9303,Шаршенов Азиз,21,female,59,63,77,high,6,72,59
9304,Исмаилов Айжан,25,male,50,100,56,high,8,73,94
9305,Шаршенов Асель,23,male,56,68,72,high,1,73,92
9306,Жумабаев Азиз,20,male,75,51,96,high,2,73,74
9307,Кудайбергенов Эльмира,19,male,58,78,67,medium,1,99,95
9308,Сариев Асель,20,female,85,78,59,high,8,82,72
9309,Усенов Эльмира,19,male,64,97,71,low,9,59,81
9310,Жумабаев Кундуз,23,male,83,87,88,medium,6,51,68
9311,Токтосунов Эльмира,19,female,77,62,69,high,8,77,61
9312,Исмаилов Айгуль,18,female,60,83,71,low,3,51,53
9313,Усенов Айгуль,18,male,99,81,89,low,0,72,85
9314,Шаршенов Рустам,19,female,78,95,90,low,7,95,77
9315,Бекмурзаев Айжан,20,female,73,55,55,medium,3,85,82
9316,Кубатбеков Азиз,18,male,88,98,79,high,0,90,79
9317,Шаршенов Бегимай,23,male,93,87,95,low,6,100,64
9318,Бекмурзаев Азиз,22,female,62,91,66,low,5,65,52
9319,Усенов Эрмек,18,male,90,75,55,medium,5,85,100
9320,Бекмурзаев Айбек,23,female,92,52,58,high,4,100,100
9321,Исмаилов Нурлан,19,male,86,83,67,low,1,56,56
9322,Асанов Азиз,21,female,64,82,87,medium,2,95,58
9323,Шаршенов Жамиля,19,male,69,79,73,high,6,86,56
9324,Токтосунов Тимур,24,male,56,56,76,medium,8,81,52
9325,Исмаилов Жамиля,21,male,69,77,93,medium,4,100,85
9326,Исмаилов Айжан,21,female,54,87,78,high,1,50,95
9327,Бекмурзаев Рустам,20,female,90,51,55,low,7,55,87
9328,Усенов Эрмек,20,female,53,89,54,medium,9,98,66
9329,Асанов Асель,19,female,84,58,66,medium,3,76,50
9330,Токтосунов Рустам,19,female,79,70,59,high,4,76,53
9331,Кудайбергенов Айжан,23,male,60,60,71,medium,8,53,54
9332,Токтосунов Бакыт,20,male,91,62,66,medium,3,95,88
9333,Шаршенов Айгуль,22,male,82,62,96,medium,7,82,74
9334,Шаршенов Азиз,20,male,84,64,91,high,0,53,71
9335,Кудайбергенов Айжан,22,female,99,84,78,low,7,61,56
9336,Сариев Асель,25,female,54,75,85,high,2,75,72
9337,Жумабаев Жанат,23,male,68,67,72,medium,10,57,74
9338,Асанов Асель,18,female,99,63,65,medium,1,62,71
9339,Кудайбергенов Бакыт,23,female,53,61,93,medium,6,76,90
9340,Кубатбеков Нурлан,21,male,60,76,64,medium,0,73,70
9341,Токтосунов Гулнара,22,female,54,56,51,medium,9,85,80
9342,Усенов Рустам,24,female,99,52,80,high,6,80,71
9343,Кубатбеков Азиз,21,male,54,54,57,low,10,70,100
9344,Кудайбергенов Марат,24,female,90,56,81,medium,3,57,65
9345,Кубатбеков Жанара,25,female,54,84,50,high,10,91,62
9346,Сариев Тимур,21,female,73,51,66,medium,6,74,56
9347,Бекмурзаев Нурлан,18,male,95,95,79,medium,9,68,94
9348,Шаршенов Марат,22,female,82,61,67,low,3,80,58
9349,Асанов Бегимай,20,female,52,87,76,medium,2,56,66
9350,Жумабаев Айбек,22,male,94,86,71,high,0,70,78
9351,Асанов Эрмек,25,male,80,99,71,medium,3,79,74
9352,Кубатбеков Жанат,18,male,60,98,96,low,5,51,50
9353,Усенов Эльмира,21,female,50,56,99,medium,5,66,67
9354,Шаршенов Айбек,19,male,61,60,59,high,10,63,53
9355,Шаршенов Кундуз,20,male,91,59,85,high,2,76,51
9356,Асанов Эльмира,25,male,66,89,85,low,4,62,95
9357,Жумабаев Эрмек,25,male,63,51,90,low,1,81,76
9358,Жумабаев Асель,18,female,57,64,68,low,8,86,60
9359,Исмаилов Жанат,18,male,86,55,62,medium,10,78,67
9360,Бекмурзаев Жамиля,23,female,92,73,81,high,8,63,51
9361,Бекмурзаев Канат,20,female,77,84,70,low,10,96,54
9362,Жумабаев Нурлан,20,male,86,66,61,medium,2,54,80
9363,Усенов Эрмек,20,female,71,52,74,high,10,100,72
9364,Сариев Рустам,21,male,51,66,69,high,5,50,83
9365,Кудайбергенов Жанат,18,male,59,83,91,low,3,68,68
9366,Жумабаев Айжан,24,male,94,69,66,medium,4,80,92
9367,Шаршенов Эльмира,21,female,75,64,58,high,4,84,100
9368,Жумабаев Азиз,23,male,82,63,93,high,1,99,74
9369,Жумабаев Рустам,24,male,76,78,90,high,7,67,99
9370,Шаршенов Тимур,25,female,59,74,88,medium,3,74,56
9371,Жумабаев Асель,20,female,69,82,81,high,8,88,52
9372,Кубатбеков Назгуль,18,female,92,54,74,high,4,63,74
9373,Кубатбеков Нурлан,20,female,79,92,57,low,4,79,70
9374,Усенов Жамиля,24,male,58,96,80,low,10,86,74
9375,Бекмурзаев Рустам,23,female,51,57,69,low,7,67,98
9376,Токтосунов Назгуль,21,male,66,82,73,high,5,82,87
9377,Шаршенов Назгуль,19,female,84,85,67,high,8,91,93
9378,Исмаилов Нурлан,21,female,65,86,58,high,5,69,61
9379,Сариев Нурлан,23,male,87,50,86,medium,6,95,95
9380,Усенов Бегимай,23,male,95,83,71,low,10,61,100
9381,Токтосунов Азиз,18,male,53,82,63,low,0,52,87
9382,Жумабаев Эльмира,18,male,53,55,56,high,7,90,71
9383,Исмаилов Айжан,22,female,78,73,74,medium,3,54,94
9384,Кубатбеков Марат,25,female,96,85,55,medium,5,89,86
9385,Усенов Рустам,22,female,92,80,91,high,10,77,97
9386,Усенов Асель,23,female,100,69,78,medium,3,73,94
9387,Сариев Азиз,22,female,52,80,77,low,9,53,58
9388,Токтосунов Канат,20,female,71,50,85,high,2,95,80
9389,Бекмурзаев Эльмира,23,female,53,56,64,low,10,99,76
9390,Бекмурзаев Асель,23,female,69,55,57,high,10,67,66
9391,Исмаилов Айбек,22,male,73,51,82,high,6,87,100
9392,Исмаилов Кундуз,22,female,58,82,66,medium,7,61,66
9393,Жумабаев Нурлан,18,male,60,63,93,low,10,98,95
9394,Токтосунов Айжан,18,female,99,78,73,medium,0,84,62
9395,Асанов Жанат,21,male,77,69,99,low,2,79,88
9396,Жумабаев Марат,23,male,82,54,60,medium,6,92,99
9397,Исмаилов Эрмек,22,male,58,52,92,low,4,99,76
9398,Кубатбеков Марат,20,male,55,69,62,high,2,57,80
9399,Шаршенов Тимур,19,male,83,90,65,medium,10,64,80
9400,Токтосунов Рустам,19,female,78,67,93,high,0,91,87
9401,Усенов Эльмира,18,female,60,64,75,medium,9,90,90
9402,Бекмурзаев Рустам,24,male,57,54,94,medium,0,98,62
9403,Бекмурзаев Айбек,24,female,93,54,69,low,10,93,88
9404,Усенов Асель,19,female,99,69,59,low,8,50,55
9405,Исмаилов Кундуз,22,male,62,70,67,low,5,94,74
9406,Шаршенов Бегимай,24,female,94,97,89,medium,8,69,82
9407,Шаршенов Жанара,24,male,74,90,82,low,10,77,58
9408,Кубатбеков Канат,24,male,68,81,85,low,0,97,96
9409,Кудайбергенов Жанара,19,female,93,68,64,low,2,54,95
9410,Кудайбергенов Канат,19,male,52,87,75,medium,0,51,80
9411,Кудайбергенов Эльмира,25,male,83,74,78,medium,2,60,52
9412,Сариев Бакыт,25,female,80,84,94,medium,6,96,61
9413,Исмаилов Кундуз,20,female,55,52,71,high,8,67,78
9414,Шаршенов Эльмира,19,male,51,88,59,high,3,63,86
9415,Кудайбергенов Тимур,19,female,70,79,95,low,8,98,97
9416,Кудайбергенов Марат,19,female,80,66,54,medium,7,86,85
9417,Шаршенов Бегимай,24,female,89,71,80,low,6,81,71
9418,Шаршенов Марат,19,male,52,81,98,medium,2,69,98
9419,Сариев Назгуль,22,female,97,54,70,high,7,52,57
9420,Шаршенов Айгуль,19,male,64,65,95,high,1,53,92
9421,Шаршенов Жанара,23,female,84,73,62,high,0,58,97
9422,Бекмурзаев Назгуль,18,female,68,63,91,low,4,54,73
9423,Шаршенов Назгуль,23,female,84,60,73,medium,5,96,71
9424,Сариев Айгуль,18,male,67,80,60,medium,6,79,93
9425,Бекмурзаев Айжан,18,male,74,53,88,medium,8,60,77
9426,Бекмурзаев Назгуль,18,female,99,66,95,medium,7,91,50
9427,Жумабаев Канат,25,male,65,62,84,high,8,99,95
9428,Бекмурзаев Айбек,18,male,51,89,78,high,2,52,53
9429,Жумабаев Айбек,19,male,50,93,99,medium,7,84,89
9430,Кубатбеков Айбек,21,male,73,69,85,medium,10,96,57
9431,Усенов Айжан,21,female,61,82,64,low,7,91,96
9432,Усенов Эльмира,22,female,60,81,72,medium,2,88,61
9433,Исмаилов Тимур,19,female,52,92,81,low,1,53,87
9434,Асанов Марат,18,male,83,64,90,medium,3,67,75
9435,Шаршенов Гулнара,18,male,77,67,55,low,7,52,95
9436,Усенов Жамиля,19,female,79,78,95,low,2,71,69
9437,Исмаилов Азиз,19,male,56,88,87,medium,2,70,84
9438,Сариев Рустам,22,female,65,74,57,medium,7,85,57
9439,Жумабаев Нурлан,22,male,72,76,55,medium,0,74,78
9440,Исмаилов Тимур,18,male,69,74,55,medium,6,92,76
9441,Асанов Нурлан,23,male,93,89,74,low,4,53,51
9442,Усенов Айбек,20,female,79,94,63,low,0,76,55
9443,Асанов Асель,25,male,92,91,86,high,2,92,67
9444,Исмаилов Канат,22,female,85,76,82,low,4,97,87
9445,Шаршенов Айбек,25,female,53,79,98,low,3,94,50
9446,Исмаилов Бегимай,24,male,57,71,51,high,1,91,87
9447,Жумабаев Кундуз,20,male,59,84,63,low,0,73,78
9448,Жумабаев Кундуз,21,male,91,75,76,high,7,55,57
9449,Усенов Жанара,25,female,62,99,58,medium,1,72,63
9450,Усенов Асель,23,male,65,84,66,medium,8,86,64
9451,Жумабаев Эрмек,21,male,70,59,56,low,1,97,55
9452,Усенов Айжан,19,female,77,82,81,high,3,98,84
9453,Жумабаев Тимур,20,female,58,64,70,medium,2,62,53
9454,Асанов Айбек,22,male,89,57,62,medium,1,98,68
9455,Токтосунов Назгуль,21,female,79,82,75,low,4,58,89
9456,Кубатбеков Айжан,20,female,50,56,94,low,0,56,62
9457,Усенов Азиз,23,male,79,70,61,medium,7,68,83
9458,Шаршенов Жамиля,25,male,55,60,90,low,8,80,51
9459,Жумабаев Айгуль,21,male,64,79,72,high,4,64,60
9460,Токтосунов Марат,24,female,77,86,56,medium,5,99,82
9461,Токтосунов Бегимай,21,female,93,86,60,high,0,89,61
9462,Кубатбеков Нурлан,19,female,52,79,69,low,7,78,63
9463,Шаршенов Айбек,24,male,59,60,59,high,1,84,97
9464,Бекмурзаев Кундуз,22,female,96,61,85,high,1,86,74
9465,Исмаилов Айбек,19,female,69,68,81,low,5,54,93
9466,Кубатбеков Азиз,21,male,57,74,64,high,4,65,100
9467,Кубатбеков Гулнара,22,male,94,52,91,high,1,71,62
9468,Токтосунов Асель,22,female,58,94,90,high,7,75,54
9469,Асанов Азиз,22,male,83,91,80,low,0,90,68
9470,Бекмурзаев Нурлан,18,female,84,95,86,high,0,59,92
9471,Асанов Бакыт,20,female,71,62,66,medium,8,69,57
9472,Токтосунов Айбек,23,female,52,51,92,low,2,62,81
9473,Асанов Айгуль,22,male,78,54,72,medium,1,71,99
9474,Сариев Бакыт,21,male,80,73,69,high,10,94,80
9475,Бекмурзаев Эльмира,18,female,82,88,66,high,7,90,87
9476,Усенов Айжан,24,female,88,91,65,high,9,99,79
9477,Исмаилов Асель,22,female,100,86,58,low,10,89,61
9478,Токтосунов Кундуз,19,female,56,86,65,medium,1,75,94
9479,Токтосунов Жанара,21,female,54,74,53,low,6,65,76
9480,Бекмурзаев Назгуль,22,male,57,92,52,medium,6,85,82
9481,Бекмурзаев Айбек,20,male,98,73,81,medium,6,55,62
9482,Усенов Асель,25,female,88,56,74,medium,5,63,85
9483,Сариев Айгуль,19,female,65,78,95,high,4,75,72
9484,Токтосунов Кундуз,19,male,99,95,92,high,10,68,80
9485,Токтосунов Бегимай,22,female,87,65,98,medium,9,64,52
9486,Бекмурзаев Назгуль,18,male,94,97,54,low,8,92,61
9487,Жумабаев Бакыт,24,male,81,99,62,high,1,79,94
9488,Кудайбергенов Эрмек,22,male,76,87,68,medium,3,55,51
9489,Жумабаев Асель,22,female,53,66,83,high,0,74,57
9490,Сариев Гулнара,25,male,75,51,100,high,7,70,65
9491,Бекмурзаев Марат,18,female,86,56,94,medium,9,64,55
9492,Кудайбергенов Азиз,21,female,57,66,57,medium,4,59,92
9493,Бекмурзаев Назгуль,23,male,86,66,57,high,4,78,94
9494,Сариев Асель,20,female,79,66,64,medium,3,64,92
9495,Усенов Айбек,20,male,94,58,69,medium,5,90,97
9496,Исмаилов Рустам,21,female,54,88,52,medium,10,88,97
9497,Усенов Эльмира,20,male,73,100,69,low,0,85,56
9498,Кудайбергенов Айгуль,20,female,90,77,85,low,7,53,96
9499,Кубатбеков Жанара,20,female,100,54,91,high,8,92,88
9500,Кубатбеков Асель,19,male,59,89,66,medium,9,96,73
9501,Жумабаев Бакыт,23,male,95,51,97,high,3,57,72
9502,Асанов Тимур,25,female,57,95,84,medium,4,72,81
9503,Исмаилов Бакыт,19,female,93,100,71,high,1,83,88
9504,Кубатбеков Гулнара,21,female,86,94,67,medium,4,60,74
9505,Жумабаев Айжан,24,female,76,52,66,low,7,83,70
9506,Усенов Айбек,22,female,68,79,67,low,2,79,94
9507,Кубатбеков Нурлан,21,female,95,50,52,medium,2,53,68
9508,Асанов Нурлан,18,male,58,67,87,medium,4,51,65
9509,Кубатбеков Рустам,24,female,65,83,89,medium,0,72,82
9510,Шаршенов Бакыт,22,male,68,88,61,low,1,77,54
9511,Жумабаев Назгуль,24,male,94,63,60,high,8,53,59
9512,Жумабаев Асель,23,male,70,60,65,high,2,56,99
9513,Токтосунов Жамиля,18,female,90,83,67,low,2,56,71
9514,Бекмурзаев Эльмира,23,female,56,78,57,medium,10,60,65
9515,Асанов Айбек,21,female,79,91,99,low,7,84,87
9516,Жумабаев Жамиля,20,female,77,74,82,low,4,93,51
9517,Асанов Бегимай,24,male,100,88,56,medium,5,74,100
9518,Сариев Эльмира,18,female,89,82,92,medium,1,85,50
9519,Жумабаев Жанат,18,female,90,51,83,medium,2,78,75
9520,Усенов Азиз,19,male,95,81,64,high,3,64,89
9521,Усенов Жамиля,18,female,83,65,84,medium,5,88,93
9522,Исмаилов Эльмира,20,male,93,72,98,low,2,70,55
9523,Исмаилов Кундуз,20,female,97,87,63,low,7,51,82
9524,Сариев Айбек,23,female,96,90,69,high,7,76,67
9525,Сариев Азиз,18,male,91,59,84,high,8,86,95
9526,Асанов Рустам,18,female,74,72,98,low,4,50,74
9527,Кудайбергенов Асель,20,female,78,61,65,high,10,91,59
9528,Шаршенов Эльмира,22,female,65,97,68,medium,9,83,99
9529,Шаршенов Айгуль,25,male,71,58,55,low,5,54,77
9530,Исмаилов Марат,19,female,95,75,79,high,8,50,60
9531,Бекмурзаев Рустам,20,female,82,84,61,low,5,81,90
9532,Асанов Кундуз,24,female,73,67,58,medium,3,97,80
9533,Кудайбергенов Жамиля,25,male,79,82,78,low,0,94,78
9534,Исмаилов Нурлан,25,male,68,67,59,high,10,57,75
9535,Шаршенов Асель,22,male,88,77,68,high,10,53,88
9536,Усенов Азиз,18,female,79,62,57,high,4,89,85
9537,Сариев Жанат,21,female,81,89,72,low,9,72,68
9538,Асанов Айгуль,21,male,79,92,74,medium,10,77,94
9539,Жумабаев Жанат,24,female,52,52,98,low,2,71,57
9540,Исмаилов Тимур,25,female,53,57,60,high,0,76,55
9541,Кудайбергенов Айбек,19,female,63,95,58,high,0,73,61
9542,Жумабаев Жанара,22,female,65,66,74,medium,6,81,100
9543,Сариев Бакыт,25,female,76,63,99,medium,2,52,89
9544,Кудайбергенов Жанара,23,female,52,88,58,high,9,83,61
9545,Сариев Жанат,21,female,78,75,99,high,5,88,53
9546,Кудайбергенов Гулнара,20,female,52,73,73,medium,7,96,62
9547,Сариев Канат,24,male,56,97,69,low,7,96,97
9548,Исмаилов Гулнара,18,male,73,68,74,high,0,68,92
9549,Бекмурзаев Марат,18,female,57,63,59,high,3,100,78
9550,Асанов Бакыт,20,male,92,82,71,low,3,58,98
9551,Жумабаев Тимур,19,male,98,66,69,low,10,69,98
9552,Сариев Жанат,21,female,91,56,86,low,9,61,83
9553,Токтосунов Рустам,18,female,61,53,57,medium,10,96,56
9554,Жумабаев Бакыт,18,male,55,91,63,high,5,83,94
9555,Токтосунов Тимур,21,female,65,93,55,medium,0,67,64
9556,Токтосунов Азиз,20,male,58,68,54,low,9,50,60
9557,Жумабаев Эльмира,19,male,97,96,95,high,3,65,72
9558,Асанов Гулнара,23,female,71,69,53,low,7,53,62
9559,Жумабаев Тимур,18,male,73,67,57,medium,10,97,90
9560,Жумабаев Эльмира,24,male,71,85,98,high,7,70,87
9561,Жумабаев Назгуль,25,male,100,62,50,low,5,71,81
9562,Жумабаев Айжан,22,female,96,84,60,medium,5,94,58
9563,Сариев Эрмек,19,male,81,92,88,medium,9,99,79
9564,Шаршенов Назгуль,19,male,86,96,92,medium,10,53,80
9565,Исмаилов Жамиля,21,female,68,84,53,low,3,90,59
9566,Жумабаев Жанара,25,male,60,70,77,medium,1,89,84
9567,Асанов Нурлан,19,female,97,86,81,high,0,56,90
9568,Сариев Канат,24,female,79,77,77,medium,9,67,56
9569,Усенов Гулнара,24,male,87,96,53,medium,8,66,71
9570,Усенов Азиз,22,female,74,81,55,medium,2,67,53
9571,Усенов Кундуз,24,male,76,77,77,high,10,70,84
9572,Асанов Рустам,22,male,87,72,53,low,6,93,59
9573,Шаршенов Жамиля,20,male,87,75,83,high,10,75,93
9574,Сариев Тимур,21,male,89,68,80,low,4,80,91
9575,Кубатбеков Жанара,18,female,67,67,58,low,1,75,50
9576,Бекмурзаев Асель,20,female,94,80,62,medium,0,72,64
9577,Жумабаев Азиз,22,male,91,75,54,low,0,96,69
9578,Сариев Айжан,22,female,99,87,97,high,4,56,73
9579,Исмаилов Канат,23,female,73,92,77,high,1,51,62
9580,Бекмурзаев Назгуль,22,male,59,88,62,medium,10,68,88
9581,Исмаилов Рустам,25,female,88,78,74,high,8,69,60
9582,Токтосунов Жанара,22,male,72,56,64,low,10,75,58
9583,Исмаилов Тимур,25,male,81,80,83,medium,10,87,67
9584,Сариев Назгуль,25,female,80,99,62,high,4,88,60
9585,Сариев Бакыт,21,female,100,76,60,medium,6,99,71
9586,Кубатбеков Бегимай,23,male,83,84,88,medium,6,84,97
9587,Усенов Рустам,20,male,51,99,70,low,3,64,51
9588,Бекмурзаев Жанара,22,male,68,53,78,high,5,70,99
9589,Сариев Жамиля,19,male,86,96,95,high,0,95,90
9590,Кубатбеков Айжан,19,male,95,78,67,high,9,99,73
9591,Асанов Эльмира,19,female,72,72,68,high,7,72,89
9592,Усенов Марат,21,male,81,89,92,low,3,73,58
9593,Токтосунов Канат,21,male,69,59,71,high,7,56,60
9594,Асанов Назгуль,19,female,54,84,65,medium,3,84,63
9595,Усенов Бегимай,24,male,86,66,51,low,9,75,55
9596,Бекмурзаев Бегимай,24,female,72,65,57,high,3,76,69
9597,Усенов Нурлан,25,female,65,82,59,high,9,85,65
9598,Сариев Жамиля,23,female,65,66,58,medium,0,59,96
9599,Асанов Назгуль,24,female,68,91,81,high,8,97,84
9600,Исмаилов Жанара,22,female,65,98,63,low,5,94,61
9601,Асанов Канат,24,male,59,99,75,medium,0,98,76
9602,Шаршенов Жанара,23,male,99,66,85,low,1,74,50
9603,Жумабаев Айжан,23,female,57,82,59,high,9,60,94
9604,Кудайбергенов Тимур,21,male,93,96,91,medium,8,100,90
9605,Кубатбеков Кундуз,24,female,61,80,52,low,8,55,72
9606,Сариев Эльмира,21,male,79,98,55,low,4,72,82
9607,Асанов Жамиля,22,female,94,86,87,medium,8,76,100
9608,Бекмурзаев Айжан,22,male,50,99,93,high,1,98,80
9609,Усенов Айжан,20,male,68,98,83,high,8,51,72
9610,Усенов Эльмира,20,male,91,85,69,medium,9,82,54
9611,Сариев Азиз,23,male,94,54,60,medium,8,51,62
9612,Асанов Тимур,20,male,99,59,58,high,10,62,55
9613,Сариев Гулнара,25,male,81,50,100,medium,3,75,52
9614,Шаршенов Эльмира,20,male,85,66,59,high,3,93,53
9615,Токтосунов Жанат,22,female,94,55,68,high,10,76,61
9616,Токтосунов Жамиля,19,male,75,81,98,high,10,64,64
9617,Усенов Асель,20,male,70,85,61,medium,0,92,60
9618,Шаршенов Эльмира,23,male,85,68,100,high,7,75,74
9619,Сариев Жанара,24,female,72,87,80,low,7,59,66
9620,Бекмурзаев Азиз,22,female,91,56,95,high,7,51,72
9621,Исмаилов Кундуз,25,female,78,91,89,low,2,100,100
9622,Асанов Жанат,20,female,76,90,69,high,5,72,84
9623,Кубатбеков Рустам,19,male,84,53,75,medium,3,64,51
9624,Усенов Эльмира,23,male,100,91,57,low,10,80,100
9625,Кубатбеков Назгуль,23,female,74,52,61,low,7,96,75
9626,Токтосунов Канат,25,male,93,62,93,high,9,92,56
9627,Жумабаев Марат,21,female,87,91,93,low,7,62,70
9628,Кубатбеков Айгуль,19,male,84,86,67,medium,4,99,88
9629,Кубатбеков Азиз,18,female,91,98,56,high,8,72,59
9630,Исмаилов Айбек,24,female,85,76,67,medium,3,60,57
9631,Сариев Кундуз,23,male,65,70,73,medium,5,89,72
9632,Сариев Канат,20,female,81,52,93,low,10,67,67
9633,Асанов Марат,22,female,82,84,98,high,8,98,95
9634,Жумабаев Назгуль,22,female,51,61,62,low,8,67,97
9635,Усенов Асель,24,male,76,81,77,high,0,59,62
9636,Усенов Эльмира,21,male,62,70,59,low,2,71,76
9637,Шаршенов Айжан,23,male,50,63,58,medium,7,78,78
9638,Асанов Канат,20,female,86,82,92,high,6,62,65
9639,Токтосунов Канат,25,female,75,72,96,low,3,64,95
9640,Токтосунов Жанат,21,male,80,82,54,low,3,58,77
9641,Усенов Жанара,22,male,97,83,66,low,8,70,53
9642,Усенов Эрмек,25,female,53,89,84,medium,8,59,74
9643,Жумабаев Жанат,20,male,99,66,85,high,7,83,62
9644,Усенов Бакыт,20,male,70,99,82,medium,2,78,52
9645,Усенов Бегимай,18,male,55,61,78,low,10,53,61
9646,Бекмурзаев Жанара,24,male,57,57,71,high,0,71,76
9647,Жумабаев Нурлан,22,female,66,55,75,low,9,98,79
9648,Исмаилов Рустам,20,male,87,72,71,medium,8,58,52
9649,Токтосунов Айбек,22,male,66,54,53,high,3,97,99
9650,Асанов Канат,25,male,68,63,73,low,5,50,78
9651,Бекмурзаев Канат,18,male,54,100,50,medium,7,80,54
9652,Исмаилов Жамиля,25,female,73,64,99,medium,2,51,93
9653,Исмаилов Жанара,23,male,64,76,59,high,4,80,58
9654,Усенов Айгуль,25,female,90,63,51,high,3,68,60
9655,Асанов Тимур,19,female,96,93,52,low,7,97,87
9656,Усенов Кундуз,18,male,86,75,81,low,0,64,73
9657,Жумабаев Айжан,25,male,54,85,91,medium,5,51,81
9658,Шаршенов Жамиля,20,female,54,91,67,low,6,98,52
9659,Шаршенов Асель,24,male,59,75,95,high,2,87,56
9660,Сариев Кундуз,23,male,69,77,88,low,4,74,98
9661,Бекмурзаев Азиз,21,male,93,91,76,high,3,74,83
9662,Бекмурзаев Гулнара,22,female,53,100,63,low,0,92,76
9663,Шаршенов Нурлан,22,female,95,78,93,medium,7,79,90
9664,Шаршенов Айжан,22,male,86,52,61,medium,0,91,59
9665,Шаршенов Жамиля,25,male,71,93,95,high,0,98,54
9666,Жумабаев Асель,25,female,79,96,62,medium,8,97,91
9667,Шаршенов Канат,22,male,87,85,72,medium,4,91,50
9668,Бекмурзаев Назгуль,23,female,74,64,88,medium,2,75,57
9669,Кудайбергенов Айбек,18,female,87,72,60,high,10,91,67
9670,Усенов Эрмек,24,female,97,100,84,medium,5,56,54
9671,Кубатбеков Бакыт,19,male,56,59,82,high,3,79,53
9672,Исмаилов Бегимай,20,female,67,51,77,medium,7,50,60
9673,Асанов Марат,18,female,73,50,79,high,10,83,55
